Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
51.0,Male,52.0,1.92,173.0,164.0,74.0,1.31,706.0,Cardio,25.7,1.5,2.0,1.0,14.05
25.0,Male,70.7,1.7,165.0,160.0,53.0,0.99,808.0,HIIT,23.5,2.1,3.0,1.0,24.463667820069208
52.0,Female,50.8,1.8,199.0,159.0,63.0,1.51,1153.0,HIIT,24.9,2.4,4.0,2.0,16.16
28.0,nan,48.7,1.6,175.0,133.0,59.0,1.38,996.0,HIIT,23.5,1.5,2.0,2.0,19.0234375
24.0,nan,51.3,1.69,174.0,153.0,74.0,1.18,828.0,Yoga,16.1,2.6,3.0,2.0,17.961555967928295
42.0,Female,77.0,1.63,185.0,136.0,68.0,1.07,1029.0,Cardio,29.2,1.5,5.0,1.0,28.98114343784109
31.0,Female,50.1,1.69,185.0,169.0,64.0,1.68,1001.0,Strength,27.4,1.6,4.0,1.0,17.541402611953366
45.0,Female,99.3,1.93,182.0,137.0,50.0,1.23,686.0,Strength,24.3,2.4,3.0,3.0,26.658433783457276
18.0,Male,89.2,1.88,189.0,167.0,58.0,2.0,1126.0,Cardio,29.7,3.5,4.0,2.0,25.237664101403357
18.0,Female,70.8,1.96,196.0,130.0,61.0,1.46,708.0,nan,25.2,2.2,3.0,2.0,18.42982090795502
50.0,Male,59.1,1.74,181.0,156.0,51.0,1.01,985.0,Yoga,30.1,3.5,2.0,3.0,19.520412207689255
46.0,Female,67.5,1.76,160.0,150.0,74.0,1.43,577.0,Yoga,20.0,2.6,4.0,2.0,21.791064049586776
46.0,Male,91.4,1.71,183.0,136.0,58.0,0.93,1030.0,Cardio,30.8,3.4,4.0,1.0,31.257480934304574
27.0,Female,41.4,1.69,191.0,169.0,56.0,1.99,647.0,Yoga,23.2,2.8,5.0,2.0,14.495290781135116
24.0,Female,80.0,1.59,198.0,125.0,70.0,1.68,1263.0,nan,15.3,3.6,3.0,2.0,31.644317867172973
24.0,Male,95.5,1.57,181.0,158.0,67.0,1.47,1609.0,Cardio,32.5,2.0,4.0,2.0,38.743965272424845
18.0,Male,66.9,1.76,163.0,169.0,55.0,1.15,1018.0,Yoga,24.2,3.0,3.0,1.0,21.59736570247934
18.0,Male,82.8,1.5,197.0,134.0,74.0,1.79,1009.0,Cardio,30.5,3.3,3.0,3.0,36.8
26.0,Male,79.7,1.64,194.0,148.0,55.0,2.0,1462.0,Yoga,21.8,3.2,4.0,2.0,29.63265913146937
18.0,Female,80.4,1.79,171.0,169.0,74.0,1.43,1030.0,HIIT,16.3,3.6,3.0,2.0,25.092849786211417
33.0,Female,71.8,1.51,190.0,167.0,59.0,1.84,1321.0,HIIT,26.6,3.2,4.0,3.0,31.48984693653787
35.0,Male,73.4,1.57,169.0,138.0,67.0,1.14,977.0,Strength,32.4,3.0,4.0,3.0,29.778084303622865
54.0,Female,45.8,1.62,163.0,135.0,66.0,1.26,1703.0,Strength,15.2,1.6,4.0,2.0,17.99
44.0,Female,106.8,1.65,171.0,143.0,71.0,1.54,1295.0,Cardio,17.1,3.5,3.0,3.0,39.22865013774105
19.0,Male,59.8,1.7,181.0,120.0,73.0,1.54,1130.0,Cardio,29.6,3.5,3.0,1.0,20.69204152249135
45.0,Female,88.4,1.5,181.0,132.0,66.0,2.0,1030.0,Cardio,23.0,2.4,3.0,1.0,39.28888888888889
44.0,Male,52.5,1.65,174.0,169.0,51.0,1.95,1783.0,Cardio,29.4,2.0,2.0,1.0,19.283746556473837
58.0,Male,56.5,1.76,180.0,139.0,74.0,2.0,1396.0,Yoga,24.1,3.4,2.0,2.0,18.239927685950413
18.0,Male,49.9,1.74,177.0,161.0,70.0,2.0,950.0,HIIT,23.0,3.4,4.0,2.0,16.481701677896684
30.0,nan,62.3,1.82,174.0,160.0,64.0,1.23,1080.0,Cardio,15.9,2.5,3.0,3.0,18.808114961961117
18.0,Female,76.1,1.64,196.0,169.0,63.0,1.43,686.0,Cardio,34.8,1.5,3.0,3.0,28.29417013682332
18.0,Female,40.0,1.74,160.0,145.0,74.0,0.53,907.0,Strength,24.8,3.6,3.0,3.0,13.21178491214163
18.0,Male,91.1,1.7,181.0,137.0,68.0,1.03,826.0,Cardio,33.7,3.5,2.0,2.0,31.52249134948097
28.0,Female,67.1,1.9,184.0,169.0,59.0,1.61,587.0,Yoga,20.8,2.7,3.0,1.0,18.58725761772853
18.0,Female,53.9,1.69,187.0,169.0,56.0,1.34,752.0,Yoga,13.6,3.3,3.0,2.0,18.871888239207312
34.0,Female,79.3,1.65,181.0,149.0,64.0,1.4,501.0,HIIT,12.0,2.3,2.0,1.0,29.12764003673095
18.0,Female,40.0,1.88,165.0,145.0,71.0,1.59,1121.0,\nStrength,22.6,3.4,2.0,1.0,11.317338162064283
35.0,Male,75.7,1.74,189.0,136.0,74.0,1.7,854.0,HIIT,24.0,1.5,2.0,2.0,25.00330294622804
29.0,Male,82.5,1.79,190.0,132.0,69.0,0.9,664.0,Yoga,10.0,2.3,2.0,1.0,25.748260041821418
19.0,Male,40.0,1.84,199.0,123.0,74.0,1.34,904.0,nan,30.2,3.1,3.0,1.0,11.814744801512289
20.0,Female,73.0,1.59,175.0,165.0,70.0,0.96,869.0,nan,30.1,3.0,5.0,1.0,28.875440053795337
23.0,Female,56.5,1.97,169.0,151.0,56.0,2.0,1380.0,Strength,28.6,2.6,3.0,2.0,14.558478703393543
33.0,Male,78.7,1.61,193.0,137.0,55.0,0.93,1668.0,Strength,24.5,2.3,3.0,2.0,30.361482967478103
27.0,Male,75.4,1.58,192.0,169.0,63.0,1.3,1386.0,Strength,16.9,3.6,3.0,1.0,30.203493029963145
48.0,Male,59.6,1.78,181.0,152.0,53.0,1.65,1741.0,Strength,23.2,3.3,4.0,1.0,18.810756217649285
29.0,Female,57.2,1.84,168.0,141.0,74.0,1.56,303.0,Yoga,16.8,2.4,5.0,3.0,16.895085066162572
39.0,Female,74.3,1.63,178.0,169.0,57.0,1.35,1376.0,Yoga,25.9,3.2,3.0,3.0,27.96492152508563
46.0,Male,64.4,1.82,186.0,121.0,72.0,1.96,582.0,Cardio,26.2,2.8,3.0,3.0,19.44209636517329
42.0,Male,65.3,1.73,182.0,140.0,60.0,2.0,786.0,HIIT,27.5,1.5,2.0,1.0,22.4
54.0,Male,63.8,1.92,188.0,131.0,57.0,0.98,1117.0,HIIT,20.7,1.6,5.0,2.0,17.30685763888889
21.0,Female,45.1,1.87,192.0,138.0,69.0,1.89,1071.0,nan,25.8,2.3,5.0,2.0,12.897137464611513
27.0,Male,63.7,1.86,183.0,146.0,70.0,0.91,759.0,Strength,24.5,3.5,3.0,3.0,18.88
30.0,Female,65.3,1.81,179.0,144.0,50.0,1.52,1144.0,HIIT,22.0,1.5,2.0,2.0,19.93223650071732
58.0,nan,59.0,1.78,166.0,144.0,74.0,1.47,1152.0,Strength,28.9,3.4,5.0,2.0,18.621386188612547
20.0,Male,57.1,1.66,168.0,146.0,74.0,1.17,1040.0,Cardio,24.6,3.5,2.0,2.0,20.72143997677457
43.0,Male,68.8,1.79,188.0,122.0,73.0,1.56,350.0,HIIT,23.4,1.5,4.0,1.0,21.472488374270466
26.0,Female,62.9,1.69,192.0,139.0,69.0,1.77,1030.0,Strength,28.8,3.4,4.0,2.0,22.023038409019293
55.0,Female,98.6,1.6,197.0,167.0,74.0,1.16,802.0,HIIT,22.1,2.9,4.0,2.0,38.51562499999999
25.0,Female,102.8,2.0,166.0,131.0,73.0,1.28,1783.0,Cardio,27.1,3.2,3.0,1.0,25.7
36.0,Male,45.8,1.59,177.0,126.0,74.0,0.92,1221.0,Strength,32.9,3.0,3.0,3.0,18.11637197895653
53.0,Female,47.5,1.66,166.0,156.0,55.0,1.1,1766.0,HIIT,22.5,1.6,3.0,1.0,17.237625199593555
52.0,Male,88.0,1.87,180.0,128.0,74.0,1.44,1058.0,Strength,32.2,1.7,4.0,2.0,25.165146272412706
43.0,Male,76.3,1.66,188.0,164.0,58.0,0.84,606.0,Strength,25.7,1.8,3.0,1.0,28.19
31.0,Female,85.9,1.7,162.0,143.0,56.0,2.0,1455.0,Yoga,28.0,3.3,3.0,3.0,29.723183391003467
28.0,Male,93.7,1.77,192.0,142.0,57.0,1.45,1230.0,Cardio,14.8,3.6,2.0,2.0,29.90839158607041
26.0,Male,83.6,1.79,171.0,128.0,72.0,0.7,1247.0,Strength,25.4,3.2,3.0,1.0,26.091570175712366
38.0,Male,101.4,2.0,190.0,169.0,63.0,1.37,1772.0,Cardio,20.7,2.6,4.0,1.0,25.35
36.0,nan,77.6,1.6,183.0,165.0,72.0,0.66,1208.0,Cardio,25.6,1.7,3.0,1.0,30.312499999999996
28.0,nan,44.7,1.68,166.0,160.0,62.0,0.99,1672.0,Yoga,28.6,1.5,2.0,3.0,15.837585034013609
40.0,Male,79.9,1.51,175.0,169.0,64.0,1.44,1277.0,Yoga,26.2,1.5,5.0,3.0,35.042322705144514
45.0,Female,70.2,1.82,167.0,139.0,67.0,1.32,953.0,Strength,10.0,1.5,4.0,2.0,21.19309262166405
40.0,Female,44.2,1.7,161.0,160.0,64.0,1.71,979.0,Yoga,23.7,3.4,3.0,2.0,15.294117647058826
49.0,Male,90.6,1.78,181.0,130.0,63.0,1.27,1002.0,Strength,28.2,2.3,3.0,2.0,28.594874384547403
40.0,Female,56.8,1.54,166.0,167.0,71.0,1.06,1225.0,Yoga,27.6,1.7,4.0,1.0,23.95007589812785
51.0,Female,48.7,1.5,168.0,140.0,58.0,0.93,1108.0,Cardio,27.3,3.2,2.0,2.0,21.64444444444445
41.0,Female,72.3,1.66,165.0,142.0,74.0,1.4,758.0,Cardio,25.6,3.6,4.0,1.0,26.237480040644503
43.0,Female,68.0,1.78,183.0,120.0,58.0,2.0,1030.0,HIIT,22.8,1.5,4.0,2.0,21.461936624163616
44.0,Male,46.7,1.81,191.0,132.0,58.0,1.45,1113.0,Cardio,10.0,3.5,4.0,3.0,14.25475412838436
30.0,Male,59.4,1.87,190.0,122.0,50.0,1.77,1337.0,Yoga,25.5,2.8,4.0,1.0,16.986473733878576
18.0,Female,75.9,1.7,183.0,151.0,51.0,1.01,1289.0,HIIT,30.1,3.2,2.0,1.0,26.26297577854672
47.0,Female,45.1,1.73,193.0,152.0,57.0,1.25,918.0,nan,29.7,2.8,3.0,3.0,14.58
25.0,Female,64.6,1.51,194.0,127.0,55.0,1.4,1155.0,Cardio,26.9,3.5,2.0,3.0,28.33209069777641
18.0,Female,68.7,1.6,163.0,135.0,61.0,1.05,367.0,Yoga,23.1,3.6,3.0,2.0,26.8359375
45.0,Female,61.1,1.74,171.0,164.0,69.0,1.16,1019.0,Yoga,19.6,2.8,3.0,1.0,20.18100145329634
47.0,Female,70.1,1.71,199.0,139.0,74.0,1.15,1238.0,Cardio,25.1,2.5,4.0,1.0,23.973188331452413
28.0,Male,50.3,1.81,176.0,156.0,70.0,1.46,1143.0,Strength,31.8,1.9,3.0,1.0,15.35362168431977
18.0,Female,66.8,1.62,161.0,169.0,74.0,1.57,1410.0,HIIT,30.2,3.3,3.0,2.0,25.45343697607072
28.0,Male,59.9,1.7,169.0,163.0,65.0,1.26,1474.0,Yoga,11.7,2.9,4.0,1.0,20.72664359861592
41.0,Male,52.8,1.68,192.0,132.0,59.0,1.47,1709.0,Cardio,29.6,3.5,4.0,1.0,18.70748299319728
51.0,Female,62.7,1.73,198.0,140.0,50.0,1.98,1656.0,Strength,18.2,3.6,4.0,2.0,20.94958067426242
34.0,Male,76.4,1.84,164.0,161.0,69.0,1.2,978.0,Cardio,17.0,3.0,3.0,1.0,21.69
52.0,Male,54.7,1.93,193.0,135.0,62.0,2.0,416.0,Cardio,31.9,3.2,2.0,2.0,14.684957985449277
18.0,Female,49.0,1.72,190.0,153.0,60.0,0.72,862.0,HIIT,24.4,2.8,4.0,3.0,17.26
30.0,Male,46.3,1.59,166.0,133.0,54.0,1.33,1001.0,Strength,23.8,2.2,2.0,2.0,17.74
35.0,Female,68.2,1.7,178.0,137.0,52.0,2.0,1181.0,HIIT,23.5,3.3,3.0,2.0,23.59861591695502
36.0,Female,85.1,1.67,184.0,131.0,53.0,1.03,608.0,Yoga,19.7,2.1,4.0,2.0,30.51382265409301
33.0,Female,59.8,2.0,188.0,144.0,70.0,2.0,1337.0,HIIT,32.9,3.1,3.0,1.0,14.17
56.0,Female,63.7,1.74,161.0,158.0,65.0,1.94,1297.0,Yoga,28.6,3.2,3.0,3.0,21.039767472585545
34.0,Male,40.0,1.68,183.0,167.0,64.0,1.45,1642.0,Yoga,28.2,2.3,3.0,2.0,14.172335600907031
56.0,Male,64.7,1.78,199.0,129.0,62.0,1.1,941.0,HIIT,11.5,2.4,3.0,2.0,20.42040146446156
28.0,Male,56.5,1.73,198.0,136.0,74.0,1.23,991.0,Strength,14.5,3.6,5.0,1.0,18.87801129339437
18.0,Male,56.9,1.74,180.0,149.0,59.0,0.89,1441.0,Cardio,22.0,3.2,2.0,2.0,18.79376403752147
18.0,Male,115.8,1.68,177.0,150.0,74.0,1.11,629.0,Strength,24.2,3.6,5.0,2.0,41.02891156462586
45.0,Male,46.0,1.76,165.0,135.0,69.0,1.05,1121.0,Yoga,24.0,1.5,5.0,2.0,14.850206611570249
47.0,Female,46.9,1.91,162.0,145.0,53.0,1.17,733.0,HIIT,23.8,1.5,3.0,2.0,12.856007236643732
49.0,Male,110.8,1.62,162.0,169.0,59.0,1.34,1783.0,Cardio,11.5,1.7,4.0,2.0,42.21917390641669
19.0,Male,97.4,1.75,173.0,144.0,56.0,1.27,917.0,HIIT,27.1,3.2,4.0,2.0,31.804081632653062
42.0,Male,117.7,1.71,198.0,149.0,74.0,0.89,943.0,Cardio,23.7,1.8,4.0,1.0,40.25170137820184
24.0,nan,91.2,1.66,167.0,129.0,60.0,1.27,314.0,HIIT,30.8,3.4,5.0,1.0,33.09624038321963
18.0,Female,100.3,1.83,168.0,125.0,74.0,1.21,746.0,Yoga,23.3,3.4,5.0,1.0,29.95013287945295
28.0,Male,51.1,1.66,161.0,154.0,65.0,0.86,944.0,HIIT,31.1,3.3,5.0,2.0,18.54405574103644
18.0,Male,79.0,1.64,191.0,150.0,74.0,1.37,1741.0,Yoga,16.9,1.9,4.0,2.0,29.37239738251041
44.0,Female,65.0,1.57,165.0,168.0,70.0,1.02,1232.0,Cardio,27.9,3.6,3.0,1.0,26.370238143535232
24.0,Male,86.3,1.71,191.0,150.0,50.0,1.33,1166.0,Yoga,33.3,1.8,3.0,1.0,29.51335453643857
39.0,Male,43.3,1.68,184.0,128.0,51.0,1.5,712.0,Cardio,13.2,1.5,2.0,2.0,15.34155328798186
18.0,Male,50.6,2.0,179.0,133.0,65.0,1.85,1265.0,Strength,19.8,2.7,3.0,2.0,12.65
52.0,Male,40.0,1.71,165.0,157.0,74.0,1.64,1001.0,HIIT,18.6,2.8,4.0,2.0,13.679422728360864
18.0,Female,59.9,1.76,179.0,169.0,66.0,1.26,1024.0,Cardio,24.3,2.1,3.0,1.0,18.69
56.0,Female,59.1,2.0,177.0,146.0,58.0,0.94,1277.0,Yoga,14.1,3.4,3.0,2.0,14.775
24.0,nan,62.8,1.68,177.0,163.0,53.0,2.0,1005.0,HIIT,25.9,2.9,4.0,1.0,22.25056689342404
59.0,Female,72.8,1.65,172.0,165.0,55.0,1.17,1104.0,HIIT,15.4,3.4,3.0,1.0,26.740128558310374
29.0,Female,65.0,1.77,194.0,152.0,66.0,1.34,715.0,HIIT,25.2,1.8,2.0,1.0,20.747550193111813
18.0,Female,74.2,1.85,177.0,151.0,66.0,2.0,1104.0,HIIT,28.0,1.5,3.0,1.0,21.68005843681519
46.0,Female,61.2,1.79,190.0,157.0,72.0,1.05,947.0,Strength,22.6,2.5,3.0,1.0,19.100527449205707
27.0,Female,63.3,1.9,183.0,148.0,67.0,0.58,933.0,HIIT,20.0,3.2,4.0,2.0,17.534626038781163
40.0,Female,95.3,1.86,171.0,130.0,67.0,1.46,796.0,\nStrength,10.0,2.0,4.0,1.0,27.546537171927387
42.0,nan,73.6,1.73,182.0,159.0,66.0,1.65,1265.0,Cardio,23.2,2.4,2.0,2.0,24.591533295465933
35.0,Male,121.13749999999999,1.75,176.0,161.0,59.0,1.2,1240.0,Yoga,10.0,3.3,3.0,2.0,39.55510204081632
18.0,Male,75.4,1.97,177.0,136.0,67.0,0.76,1371.0,HIIT,29.7,3.1,2.0,1.0,19.428483083820765
46.0,Male,49.8,1.91,160.0,146.0,65.0,2.0,1009.0,HIIT,29.4,3.0,3.0,3.0,12.84
18.0,Male,61.0,1.67,163.0,139.0,70.0,1.22,361.0,Strength,27.4,3.4,2.0,3.0,21.872422819032597
47.0,Male,100.2,1.67,196.0,151.0,73.0,1.48,953.0,nan,24.5,3.2,3.0,2.0,35.92814371257485
33.0,Female,73.0,1.69,196.0,135.0,67.0,1.93,881.0,Yoga,10.0,2.2,2.0,2.0,25.55932915514163
30.0,Male,88.2,1.72,191.0,155.0,54.0,1.28,911.0,Strength,27.2,2.2,4.0,3.0,29.813412655489454
34.0,Female,61.7,1.81,183.0,141.0,72.0,0.98,1443.0,HIIT,31.4,2.6,4.0,3.0,18.833368944781903
30.0,Male,120.0,1.79,187.0,141.0,51.0,2.0,1508.0,Yoga,24.3,2.5,4.0,1.0,37.452014606285694
30.0,Male,45.4,1.73,197.0,151.0,50.0,1.27,1200.0,Cardio,23.1,3.6,4.0,3.0,15.169233853453171
30.0,Male,40.0,1.87,186.0,140.0,56.0,1.57,848.0,nan,26.6,2.6,5.0,1.0,11.438702851096684
22.0,Male,121.13749999999999,1.62,185.0,141.0,52.0,1.62,571.0,Strength,27.2,1.8,4.0,2.0,46.15816948635877
53.0,Female,71.9,2.0,191.0,161.0,74.0,1.6,1286.0,Cardio,29.0,3.7,5.0,2.0,17.975
44.0,Female,115.6,1.5,186.0,145.0,55.0,1.65,1075.0,HIIT,25.1,3.5,2.0,1.0,51.37777777777777
26.0,Female,64.7,1.61,197.0,137.0,74.0,1.48,1088.0,HIIT,25.1,2.2,5.0,2.0,24.23
52.0,Male,58.2,1.71,182.0,161.0,50.0,1.49,1364.0,HIIT,28.7,3.5,3.0,2.0,19.90356006976506
49.0,Male,53.8,1.81,185.0,169.0,71.0,1.56,1345.0,Strength,25.3,2.4,4.0,2.0,16.4219651414792
26.0,Female,63.6,1.77,173.0,145.0,55.0,1.29,1586.0,Strength,18.9,2.8,3.0,1.0,20.300679881260173
23.0,Male,62.3,1.68,167.0,122.0,74.0,1.69,772.0,Cardio,21.1,3.3,3.0,1.0,22.0734126984127
26.0,Male,55.9,1.61,192.0,146.0,74.0,1.0,1133.0,Cardio,21.1,2.6,5.0,1.0,21.42
41.0,Female,65.7,1.57,170.0,169.0,71.0,1.13,708.0,Yoga,26.5,1.9,5.0,1.0,26.654225323542537
59.0,Female,65.5,1.78,168.0,139.0,56.0,1.26,505.0,Strength,22.8,2.0,2.0,2.0,20.67289483651054
39.0,Female,90.5,1.73,175.0,169.0,51.0,2.0,883.0,HIIT,30.8,3.6,3.0,2.0,30.238230478799824
28.0,Female,40.0,1.81,194.0,164.0,57.0,1.57,1070.0,Yoga,21.3,3.4,3.0,1.0,12.209639510393457
48.0,Male,40.0,1.67,169.0,168.0,57.0,2.0,833.0,Strength,17.8,2.2,3.0,3.0,14.342572340349244
54.0,Female,76.8,1.79,189.0,132.0,64.0,1.32,815.0,Strength,20.7,2.1,4.0,1.0,23.969289348022844
26.0,Female,92.4,1.59,165.0,169.0,55.0,1.49,1783.0,HIIT,24.9,1.5,4.0,2.0,36.549187136584784
28.0,Male,88.5,1.64,160.0,163.0,50.0,1.25,1190.0,Cardio,31.7,3.2,3.0,1.0,32.90452111838192
52.0,Female,54.3,1.73,185.0,137.0,57.0,2.0,1783.0,Yoga,20.5,3.1,3.0,2.0,18.142938287279893
23.0,Male,71.2,1.56,170.0,140.0,68.0,0.79,1014.0,Yoga,21.8,3.5,4.0,1.0,29.25706771860618
26.0,Female,64.1,1.68,190.0,168.0,55.0,1.35,1175.0,Strength,28.1,3.4,2.0,2.0,22.71116780045352
18.0,Female,45.3,1.75,190.0,169.0,69.0,0.82,808.0,Cardio,28.4,3.7,2.0,3.0,14.791836734693875
21.0,Female,76.0,1.72,196.0,160.0,73.0,1.51,1306.0,Strength,28.8,3.5,3.0,3.0,25.689561925365066
41.0,Female,40.0,1.69,192.0,138.0,66.0,0.95,1556.0,Yoga,26.0,2.6,4.0,1.0,14.00511186583103
30.0,Male,121.13749999999999,1.78,189.0,120.0,74.0,1.51,828.0,Yoga,20.0,1.5,2.0,1.0,38.2330198207297
27.0,Female,62.9,1.73,187.0,157.0,54.0,0.99,569.0,Strength,27.9,2.4,4.0,1.0,21.0164054930001
28.0,Male,69.3,1.99,183.0,154.0,62.0,1.97,827.0,Strength,14.4,1.5,4.0,2.0,17.499558091967373
38.0,Male,60.6,1.81,170.0,159.0,71.0,1.45,577.0,Cardio,24.8,3.7,3.0,3.0,18.497603858246087
59.0,Female,40.0,1.65,179.0,163.0,71.0,1.93,823.0,Cardio,23.4,3.4,3.0,1.0,14.692378328741968
33.0,Female,56.6,2.0,173.0,131.0,71.0,1.65,680.0,nan,24.1,1.9,3.0,2.0,14.15
27.0,Female,75.2,1.96,172.0,132.0,61.0,1.22,829.0,HIIT,14.9,2.7,3.0,1.0,19.575177009579345
46.0,Female,78.4,1.55,176.0,132.0,69.0,2.0,1030.0,Strength,23.3,2.2,2.0,1.0,32.632674297606656
25.0,Male,42.2,1.82,185.0,140.0,56.0,0.86,373.0,Strength,17.9,3.5,4.0,2.0,12.74000724550175
29.0,Female,57.0,1.7,168.0,160.0,61.0,0.74,976.0,Yoga,17.7,2.8,4.0,3.0,19.723183391003463
32.0,Female,40.0,1.89,177.0,134.0,71.0,1.37,1270.0,HIIT,23.9,1.9,3.0,2.0,11.197894795778394
49.0,Male,121.13749999999999,1.96,196.0,138.0,68.0,0.5,1165.0,Cardio,26.1,3.4,2.0,1.0,31.533085172844647
28.0,Female,45.0,1.8,187.0,162.0,74.0,1.82,1395.0,Strength,23.2,2.7,4.0,3.0,13.888888888888888
18.0,Female,78.5,1.81,190.0,127.0,74.0,1.38,466.0,Yoga,29.9,1.7,4.0,3.0,23.96141753914716
50.0,Female,49.4,1.91,188.0,131.0,74.0,1.11,963.0,Strength,17.6,2.7,2.0,1.0,13.541295468874209
27.0,Female,50.3,1.66,180.0,131.0,74.0,1.12,677.0,Cardio,27.6,1.8,2.0,2.0,18.253737842938012
40.0,Female,61.0,1.88,171.0,138.0,62.0,1.38,1180.0,HIIT,24.9,2.0,2.0,3.0,17.25894069714803
59.0,Male,79.3,1.79,198.0,162.0,74.0,1.78,933.0,Strength,25.2,2.7,4.0,2.0,24.749539652320465
57.0,Female,40.0,1.62,190.0,123.0,57.0,1.43,1093.0,Yoga,25.2,3.2,5.0,1.0,15.241579027587257
18.0,Male,50.0,1.69,196.0,143.0,53.0,1.37,1115.0,Yoga,21.6,2.7,4.0,2.0,17.506389832288786
18.0,Male,48.6,1.95,175.0,152.0,57.0,1.87,862.0,Strength,23.1,1.6,3.0,1.0,12.32
26.0,Male,91.3,1.63,186.0,156.0,67.0,0.92,1091.0,Yoga,22.6,2.4,3.0,1.0,34.363355790583014
50.0,Female,102.2,1.65,198.0,157.0,64.0,1.64,1123.0,Yoga,17.3,3.3,4.0,2.0,37.53902662993573
48.0,Female,40.0,1.75,196.0,133.0,74.0,2.0,517.0,Cardio,12.8,2.5,4.0,1.0,12.32
41.0,Female,69.6,1.63,193.0,169.0,55.0,1.46,1157.0,Strength,27.9,3.7,4.0,1.0,26.1959426399187
23.0,Female,56.8,1.75,183.0,149.0,74.0,1.54,926.0,Strength,25.3,2.6,2.0,2.0,18.546938775510203
50.0,Female,99.4,1.7,181.0,120.0,58.0,0.88,694.0,Yoga,30.5,1.5,3.0,2.0,34.39446366782008
18.0,Male,51.4,1.83,195.0,141.0,54.0,0.97,1145.0,HIIT,23.7,1.7,2.0,3.0,15.34832333004867
22.0,Male,96.9,1.8,163.0,132.0,56.0,0.94,748.0,HIIT,21.7,2.5,4.0,2.0,29.90740740740741
26.0,Female,64.3,1.7,192.0,140.0,65.0,1.51,1236.0,Yoga,33.9,3.6,3.0,2.0,22.249134948096888
42.0,Female,40.0,1.72,197.0,139.0,74.0,1.64,1143.0,Yoga,24.0,1.5,3.0,2.0,13.520822065981614
37.0,Male,40.0,1.92,194.0,128.0,72.0,1.89,1753.0,Strength,10.0,3.4,5.0,1.0,10.850694444444445
30.0,Female,85.4,1.71,188.0,169.0,74.0,1.17,744.0,HIIT,21.6,3.6,4.0,2.0,29.205567525050448
33.0,Female,72.9,1.58,178.0,153.0,57.0,0.94,1139.0,HIIT,25.9,3.5,2.0,1.0,29.20205095337285
25.0,Female,48.8,1.84,186.0,168.0,65.0,1.68,972.0,Strength,25.0,1.7,3.0,2.0,14.413988657844987
18.0,Male,54.9,1.74,187.0,131.0,74.0,0.93,597.0,HIIT,24.3,3.2,3.0,3.0,18.89
38.0,Male,53.6,1.7,188.0,126.0,73.0,0.97,1083.0,Yoga,30.4,3.4,4.0,2.0,18.54671280276817
47.0,Male,77.9,1.76,164.0,139.0,59.0,1.29,1233.0,Cardio,34.0,2.8,2.0,1.0,25.148502066115704
35.0,Male,68.5,1.73,175.0,142.0,58.0,1.2,840.0,Cardio,19.3,2.1,2.0,3.0,22.887500417655115
59.0,nan,65.3,1.56,164.0,124.0,56.0,0.85,917.0,Cardio,29.4,3.7,2.0,2.0,26.832675871137408
28.0,nan,77.2,1.86,180.0,133.0,65.0,1.55,1710.0,Strength,26.5,1.6,4.0,3.0,22.31471846456237
32.0,Female,113.1,1.73,165.0,135.0,58.0,1.5,1081.0,Yoga,26.2,3.3,4.0,1.0,37.78943499615757
27.0,Female,53.7,1.75,167.0,137.0,74.0,2.0,788.0,Yoga,13.3,2.6,3.0,2.0,17.53469387755102
25.0,Male,61.3,1.77,173.0,167.0,50.0,1.88,1760.0,Strength,35.0,3.1,4.0,2.0,19.566535797503903
38.0,Male,41.1,1.67,184.0,133.0,74.0,0.63,804.0,HIIT,25.6,2.8,5.0,3.0,14.26
36.0,Male,78.2,1.63,191.0,169.0,74.0,2.0,1381.0,Cardio,23.1,2.7,3.0,2.0,29.43279762128797
35.0,Male,94.6,1.69,167.0,158.0,57.0,0.75,1534.0,Yoga,33.1,2.0,4.0,2.0,33.122089562690384
28.0,Female,68.8,1.73,198.0,169.0,66.0,1.46,1279.0,Yoga,31.4,1.6,3.0,1.0,22.987737645761637
27.0,Female,43.4,1.71,184.0,165.0,71.0,1.24,945.0,Strength,10.0,3.6,2.0,2.0,14.842173660271538
37.0,Female,40.0,1.81,164.0,139.0,62.0,1.35,658.0,nan,15.4,2.8,4.0,1.0,12.209639510393457
40.0,Female,40.0,1.74,173.0,164.0,72.0,1.33,1194.0,HIIT,22.7,1.5,4.0,1.0,12.32
24.0,Male,70.3,1.87,191.0,127.0,62.0,1.75,1285.0,Yoga,23.9,1.5,2.0,3.0,20.10352026080242
18.0,Male,64.7,1.67,167.0,152.0,74.0,1.38,1506.0,HIIT,26.0,1.7,4.0,3.0,23.1991107605149
59.0,Male,61.0,1.62,191.0,162.0,74.0,1.69,499.0,HIIT,14.6,1.8,3.0,3.0,23.243408017070564
37.0,Female,44.2,1.61,168.0,164.0,73.0,1.13,1011.0,Yoga,28.8,2.5,4.0,3.0,17.051811272713245
18.0,Male,77.8,1.76,183.0,157.0,74.0,1.27,1086.0,HIIT,24.6,3.3,3.0,1.0,25.116219008264466
